,Date,cf_200,cf_2000
104,2019-06-23,0.031005675659083,0.0016009310264039
105,2019-06-28,0.1119608152107846,0.0239540000849622
106,2019-07-03,0.6139402538806682,0.2943268823167514
107,2019-07-08,0.5175792928917713,0.2063253971669936
108,2019-07-13,0.1682208557632214,0.0426581496076115
109,2019-07-18,0.5948516609320885,0.314568350394904
110,2019-07-23,0.4360917684475069,0.1952779175068497
111,2019-07-28,0.0514857056249365,0.0077197950746484
112,2019-08-02,0.4760271922870636,0.2008422482316965
113,2019-08-07,0.1318381449248868,0.0284037303223654
114,2019-08-12,0.1902071126953057,0.0820536410844711
115,2019-08-17,0.4431757812011037,0.1767846886720375
116,2019-08-22,0.5359722729977897,0.2567841506338231
117,2019-08-27,0.4916822829831402,0.2362188634536396
118,2019-09-01,0.6539896850681433,0.3027637867461831
