Date,cf_200,cf_2000
2018-01-03,0.861081,0.734810
2018-01-13,0.940832,0.896342
2018-01-18,0.194688,0.104584
2018-01-23,0.663206,0.462057
2018-02-02,0.999998,0.999191
2018-02-07,0.365029,0.185802
2018-02-12,0.000000,0.000000
2018-02-17,0.905186,0.774436
2018-02-22,0.816451,0.615911
2018-02-27,0.183304,0.068937
2018-03-04,0.404108,0.130368
2018-03-09,0.533195,0.365956
2018-03-14,0.324245,0.130737
2018-03-19,1.000087,1.000089
2018-03-24,0.032330,0.013289
2018-03-29,0.596337,0.274006
2018-04-03,0.009020,0.000000
2018-04-08,0.670662,0.461410
2018-04-13,0.804610,0.510120
2018-04-18,0.877315,0.661940
2018-04-23,0.978835,0.882306
2018-04-28,0.435661,0.169787
2018-05-03,0.006527,0.000011
2018-05-08,0.233964,0.038834
2018-05-13,0.100939,0.012960
2018-05-18,0.018564,0.001490
2018-05-23,0.827291,0.575791
2018-05-28,0.459687,0.147123
2018-06-02,0.942449,0.752542
2018-06-07,1.000096,1.000096
2018-06-12,0.507453,0.181406
2018-06-17,0.137496,0.012197
2018-06-22,0.420654,0.135793
2018-06-27,0.000000,0.000000
2018-07-02,0.064345,0.007775
2018-07-07,0.689198,0.299401
2018-07-12,0.414678,0.116416
2018-07-17,0.012698,0.000324
2018-07-22,0.324877,0.117990
2018-07-27,0.000000,0.000000
2018-08-01,0.169995,0.046162
2018-08-06,0.857760,0.692821
2018-08-11,0.662960,0.396562
2018-08-16,0.312358,0.107512
2018-08-21,0.210464,0.076656
2018-08-26,0.000000,0.000000
2018-08-31,0.865945,0.597445
2018-09-05,0.109183,0.029773
2018-09-10,0.202677,0.032688
2018-09-20,0.618128,0.345402
2018-09-25,0.870610,0.710290
2018-09-30,0.428557,0.110603
2018-10-05,0.399231,0.100587
2018-10-10,0.900991,0.764010
2018-10-15,0.912389,0.730409
2018-10-20,0.875494,0.558377
2018-10-25,0.911010,0.628191
2018-10-30,1.000078,1.000089
2018-11-04,0.402013,0.116748
2018-11-09,0.523540,0.298842
2018-11-14,0.250721,0.067326
2018-11-19,0.551862,0.212219
2018-11-24,0.999691,0.998177
2018-11-29,0.439399,0.310476
2018-12-04,0.999986,1.000089
2018-12-09,0.727387,0.464613
2018-12-14,0.745327,0.458908
2018-12-19,0.454379,0.230563
2018-12-24,0.999781,0.998231
2018-12-29,0.999939,0.999658
2019-01-03,0.977309,0.901413
2019-01-08,0.134476,0.031465
2019-01-13,0.405314,0.199038
2019-01-23,0.223567,0.071986
2019-01-28,0.999619,0.996848
2019-02-02,0.698926,0.487044
2019-02-07,0.000000,0.000000
2019-02-12,0.006194,0.000961
2019-02-17,0.967771,0.944856
2019-02-22,0.923908,0.755213
2019-02-27,0.986538,0.934435
2019-03-04,0.776453,0.551454
2019-03-09,0.820706,0.515572
2019-03-14,0.000000,0.000000
2019-03-19,0.653507,0.406822
2019-03-24,0.197233,0.087096
2019-03-29,0.291073,0.217107
2019-04-03,1.000088,1.000089
2019-04-08,0.460660,0.166255
2019-04-13,0.188653,0.038302
2019-04-18,0.202750,0.040470
2019-04-23,0.998383,0.987694
2019-04-28,0.952634,0.859781
2019-05-03,0.430541,0.102507
2019-05-08,0.815438,0.544777
2019-05-13,0.796520,0.523413
2019-05-18,0.036067,0.000913
2019-05-23,0.047314,0.006439
2019-05-28,0.529267,0.201340
2019-06-02,0.493176,0.143174
2019-06-07,0.197112,0.017284
2019-06-12,0.013457,0.000198
2019-06-17,0.251706,0.085101
2019-06-22,0.210487,0.029414
2019-06-27,0.403471,0.111661
2019-07-02,0.546861,0.220597
2019-07-07,0.393282,0.174332
2019-07-12,0.054288,0.004567
2019-07-17,0.700924,0.369909
2019-07-22,0.193435,0.080614
2019-07-27,0.000877,0.000000
2019-08-01,0.060266,0.004234
2019-08-06,0.409136,0.125100
2019-08-11,0.013311,0.000047
2019-08-16,0.770711,0.488801
2019-08-21,0.657191,0.294972
2019-08-26,0.046029,0.005211
2019-08-31,0.013167,0.000001
2019-09-05,0.977720,0.910890
2019-09-10,1.000083,1.000089
2019-09-15,0.930162,0.742629
2019-09-20,0.680943,0.348850
2019-09-25,1.000060,0.999544
2019-09-30,0.148315,0.019034
2019-10-05,0.582692,0.238101
2019-10-10,0.814256,0.549589
2019-10-15,0.580629,0.343000
2019-10-20,0.226034,0.043722
2019-10-25,0.326824,0.052801
2019-10-30,0.768688,0.410828
2019-11-04,0.619134,0.230711
2019-11-09,0.769403,0.502391
2019-11-14,0.139988,0.056472
2019-11-19,0.997201,0.982447
2019-11-24,0.407887,0.266774
2019-11-29,0.128753,0.040758
2019-12-04,0.999672,1.000089
2019-12-09,0.561211,0.426168
2019-12-14,0.475340,0.264901
2019-12-19,0.110072,0.031100
2019-12-24,0.916970,0.732514
2019-12-29,0.999625,0.998580
2020-01-03,0.747966,0.666288
2020-01-08,0.152664,0.053581
2020-01-13,0.000000,0.000000
2020-01-18,0.861847,0.666889
2020-01-23,0.990337,0.954168
2020-01-28,0.037077,0.005935
