Date,cf_200,cf_2000
2018-01-04,0.980896,0.882819
2018-01-09,0.000824,0.000000
2018-01-14,0.001428,0.000000
2018-01-24,0.929854,0.656032
2018-01-29,0.083319,0.003796
2018-02-03,0.547027,0.113402
2018-02-08,0.625709,0.419832
2018-02-18,0.000000,0.000000
2018-02-23,1.000083,1.000083
2018-02-28,0.194307,0.026175
2018-03-05,0.695357,0.468814
2018-03-10,0.013903,0.000101
2018-03-15,0.441895,0.041097
2018-03-20,0.608047,0.118509
2018-03-25,0.000000,0.000000
2018-03-30,0.352900,0.087392
2018-04-04,0.944547,0.776221
2018-04-09,0.892250,0.743975
2018-04-14,0.988765,0.963428
2018-04-19,0.849082,0.601829
2018-04-24,0.999500,0.994794
2018-04-29,1.000083,1.000083
2018-05-04,0.808834,0.732181
2018-05-09,0.998745,0.988297
2018-05-14,0.084056,0.007954
2018-05-19,0.000319,0.000000
2018-05-24,0.174583,0.055274
2018-05-29,0.972286,0.920805
2018-06-03,0.000000,0.000000
2018-06-08,0.786195,0.490231
2018-06-13,0.000000,0.000000
2018-06-18,0.345832,0.238811
2018-06-23,0.998687,0.989745
2018-06-28,0.848784,0.568626
2018-07-03,0.915578,0.822737
2018-07-08,0.169600,0.111742
2018-07-13,0.646896,0.598574
2018-07-18,1.000079,1.000083
2018-07-23,0.894667,0.786150
2018-07-28,0.440762,0.198700
2018-08-02,0.074689,0.020935
2018-08-07,0.047596,0.005614
2018-08-12,1.000083,1.000083
2018-08-17,0.944454,0.885854
2018-08-22,0.000000,0.000000
2018-08-27,1.000063,0.999765
2018-09-01,0.002497,0.000827
2018-09-06,1.000083,1.000083
2018-09-11,1.000083,1.000083
2018-09-16,0.000000,0.000000
2018-09-21,0.335772,0.210170
2018-09-26,0.824674,0.758302
2018-10-01,0.781288,0.626029
2018-10-06,0.528218,0.206723
2018-10-11,0.151451,0.050025
2018-10-16,0.850830,0.546044
2018-10-21,0.908496,0.848622
2018-10-26,0.022893,0.000443
2018-10-31,0.851399,0.481473
2018-11-05,0.066530,0.000552
2018-11-10,0.049716,0.000041
2018-11-15,0.040745,0.000134
2018-11-20,0.104585,0.010258
2018-11-25,0.290725,0.004066
2018-11-30,0.000000,0.000000
2018-12-05,0.372322,0.216020
2018-12-10,0.962269,0.882667
2018-12-15,0.451106,0.180812
2018-12-20,0.826138,0.563002
2018-12-25,0.039151,0.000256
2018-12-30,0.001070,0.000000
2019-01-04,0.525708,0.086309
2019-01-09,0.661475,0.382608
2019-01-14,0.951198,0.782782
2019-01-19,0.000612,0.000000
2019-01-24,0.083217,0.045770
2019-01-29,0.734371,0.422915
2019-02-03,0.925690,0.785128
2019-02-08,0.620657,0.207312
2019-02-13,0.001822,0.000000
2019-02-18,0.134852,0.103793
2019-02-23,0.559499,0.095778
2019-02-28,0.103735,0.000267
2019-03-05,0.663234,0.404904
2019-03-10,0.039462,0.000364
2019-03-15,0.000000,0.000000
2019-03-20,0.000000,0.000000
2019-03-25,0.994228,0.973836
2019-03-30,0.999882,0.998287
2019-04-04,0.035254,0.000951
2019-04-09,0.858156,0.598898
2019-04-14,0.082153,0.000354
2019-04-19,0.360620,0.244459
2019-04-24,0.953401,0.722800
2019-04-29,0.338676,0.076505
