Date,cf_200,cf_2000
2018-01-01,0.259855,0.093443
2018-01-03,0.574432,0.388900
2018-01-06,0.209980,0.112459
2018-01-08,0.000000,0.000000
2018-01-11,0.333423,0.160875
2018-01-13,0.025663,0.000000
2018-01-16,0.000000,0.000000
2018-01-18,0.035507,0.000000
2018-01-21,0.606443,0.360700
2018-01-23,0.794364,0.678700
2018-01-26,0.006532,0.000000
2018-01-28,0.066568,0.004586
2018-01-31,0.948049,0.863050
2018-02-02,0.015476,0.003115
2018-02-05,0.288207,0.114180
2018-02-07,0.545433,0.299123
2018-02-10,0.000000,0.000000
2018-02-12,0.000000,0.000000
2018-02-15,0.763043,0.626605
2018-02-17,0.907428,0.688571
2018-02-20,0.964088,0.894841
2018-02-22,0.998355,0.991403
2018-02-25,0.923015,0.816993
2018-02-27,0.261550,0.096831
2018-03-02,0.055436,0.000000
2018-03-04,0.999207,0.995941
2018-03-07,0.576442,0.413551
2018-03-09,0.839434,0.680408
2018-03-12,0.786446,0.301037
2018-03-14,0.999212,0.995783
2018-03-17,0.177556,0.081376
2018-03-19,0.935342,0.874497
2018-03-22,0.997122,0.975998
2018-03-24,0.803490,0.474076
2018-03-27,0.353982,0.051301
2018-03-29,0.047994,0.010359
2018-04-01,0.460954,0.040818
2018-04-03,0.823965,0.436908
2018-04-06,0.225412,0.018469
2018-04-08,0.000000,0.000000
2018-04-11,0.997366,0.980733
2018-04-13,0.659816,0.378863
2018-04-16,0.995921,0.970503
2018-04-18,0.210132,0.026088
2018-04-21,0.429370,0.231361
2018-04-23,0.900559,0.642647
2018-04-26,0.328949,0.099514
2018-04-28,0.850222,0.732327
2018-05-01,0.877845,0.634783
2018-05-03,0.982801,0.886093
2018-05-06,0.889951,0.597862
2018-05-08,0.999083,0.992648
2018-05-11,0.992102,0.941845
2018-05-13,0.973105,0.803806
2018-05-16,0.852977,0.743472
2018-05-18,0.868489,0.527338
2018-05-21,0.804984,0.392396
2018-05-23,0.729051,0.130813
2018-05-26,0.470801,0.117449
2018-05-28,0.997839,0.982221
2018-05-31,0.773254,0.271246
2018-06-02,0.741486,0.172878
2018-06-05,0.464412,0.069574
2018-06-07,0.986846,0.880565
2018-06-10,0.262552,0.061603
2018-06-12,0.499549,0.119340
2018-06-15,0.468397,0.187615
2018-06-17,0.000000,0.000000
2018-06-20,0.421639,0.154691
2018-06-22,0.446483,0.007881
2018-06-25,0.956560,0.788129
2018-06-27,0.840094,0.367732
2018-06-30,0.711243,0.406065
2018-07-02,0.000000,0.000000
2018-07-05,0.002969,0.000004
2018-07-07,0.003899,0.000004
2018-07-10,0.615651,0.122093
2018-07-12,0.893389,0.561025
2018-07-15,0.789434,0.446157
2018-07-17,0.000000,0.000000
2018-07-20,0.805807,0.402628
2018-07-22,0.661065,0.075409
2018-07-25,0.913669,0.708012
2018-07-27,0.844111,0.457292
2018-08-01,0.000000,0.000000
2018-08-04,0.672634,0.263656
2018-08-06,0.365789,0.139742
2018-08-09,0.743966,0.435313
2018-08-11,0.932466,0.707320
2018-08-14,0.356991,0.086076
2018-08-16,0.566962,0.302310
2018-08-19,0.177360,0.051253
2018-08-21,0.569449,0.251063
2018-08-24,0.739572,0.141754
2018-08-26,0.713726,0.184857
2018-08-31,0.131433,0.029270
2018-09-03,0.362570,0.115489
2018-09-05,0.366087,0.114422
2018-09-08,0.837850,0.320585
2018-09-10,0.505895,0.309283
2018-09-13,0.012009,0.004053
2018-09-15,0.854717,0.499407
2018-09-18,0.841355,0.363916
2018-09-20,0.836023,0.409896
2018-09-23,0.838851,0.486708
2018-09-25,0.797004,0.512112
2018-09-28,0.073308,0.017824
2018-09-30,0.244172,0.037577
2018-10-03,0.823708,0.387068
2018-10-05,0.847013,0.301335
2018-10-08,0.827978,0.510887
2018-10-10,0.598281,0.144769
2018-10-13,0.997809,0.983488
2018-10-15,0.667763,0.375894
2018-10-18,0.183010,0.007135
2018-10-20,0.868821,0.549899
2018-10-23,0.000000,0.000000
2018-10-25,0.005391,0.000053
2018-10-28,0.982841,0.879860
2018-10-30,0.943601,0.769035
2018-11-02,0.657146,0.132198
2018-11-04,0.244424,0.155462
2018-11-07,0.162700,0.043074
2018-11-09,0.000000,0.000000
2018-11-12,0.439228,0.240431
2018-11-14,0.000000,0.000000
2018-11-17,0.772706,0.607561
2018-11-19,0.000000,0.000000
2018-11-22,0.001068,0.000000
2018-11-27,0.998396,0.994131
2018-11-29,0.000000,0.000000
2018-12-02,0.149685,0.027958
2018-12-04,0.885683,0.408260
2018-12-09,0.008299,0.000000
2018-12-12,0.000000,0.000000
2018-12-14,0.000063,0.000000
2018-12-17,0.005201,0.000161
2018-12-19,0.000000,0.000000
2018-12-22,0.998251,0.990948
2018-12-24,0.429726,0.340477
2018-12-27,0.261765,0.122527
2018-12-29,0.000000,0.000000
