Date,cf_200,cf_2000
2018-01-01,0.976103,0.940765
2018-01-03,0.845807,0.725334
2018-01-06,0.1111,0.0245976
2018-01-08,0.0357709,0.0131132
2018-01-11,0.466647,0.239401
2018-01-13,0.000288387,0
2018-01-16,0.652354,0.564619
2018-01-18,0.976502,0.958852
2018-01-21,0.00400484,2.93837e-05
2018-01-23,0.780137,0.673043
2018-01-26,0,0
2018-01-28,0.999723,0.997569
2018-01-31,0.969359,0.948679
2018-02-02,0.238981,0.100167
2018-02-05,0,0
2018-02-07,0.556118,0.339382
2018-02-10,0.686652,0.549845
2018-02-12,0.403777,0.213823
2018-02-15,0.567914,0.416031
2018-02-17,0.00285368,0
2018-02-20,0.00455479,0
2018-02-22,0.74074,0.607698
2018-02-25,0.705572,0.513967
2018-02-27,0.73247,0.63745
2018-03-02,0.989334,0.979322
2018-03-04,0.132727,0.06802
2018-03-07,0.441874,0.160299
2018-03-09,0.541493,0.426081
2018-03-12,0.119288,0.0196257
2018-03-14,0.932528,0.78373
2018-03-17,0.130592,0.0106704
2018-03-19,0.882256,0.623376
2018-03-22,0.343558,0.165274
2018-03-24,0,0
2018-03-27,0.296542,0.0855533
2018-03-29,0.102696,0.0189444
2018-04-01,0.996997,0.999446
2018-04-03,0.489558,0.326351
2018-04-06,0.601661,0.448699
2018-04-08,0,0
2018-04-11,0.0720683,0.0179592
2018-04-13,0.00251079,1.42612e-05
2018-04-16,0.016583,2.76069e-05
2018-04-18,0.956208,0.877687
2018-04-21,0.977227,0.897823
2018-04-23,0.117742,0.0576054
2018-04-26,0.576683,0.328178
2018-04-28,0.192441,0.0887468
2018-05-01,0.00894333,8.9006e-06
2018-05-03,0.0967985,0.0118815
2018-05-06,0.00420319,0
2018-05-08,0.0816939,0.00893531
2018-05-11,0.798854,0.612212
2018-05-13,0.122914,0.0176202
2018-05-16,0.10761,0.0507231
2018-05-18,0.204129,0.0490752
2018-05-21,0.213705,0.0844712
2018-05-23,0.45002,0.168386
2018-05-26,0.374775,0.245174
2018-05-28,0.0507783,0.000159462
2018-05-31,0.0509708,0.00285626
2018-06-02,0.12183,0.0347946
2018-06-05,0.0619418,0.00660555
2018-06-07,0.0246321,0.00114933
2018-06-10,0.000870458,0
2018-06-12,0.0788687,0.0251519
2018-06-15,0.202803,0.0641236
2018-06-17,0.376062,0.197184
2018-06-20,0.9283,0.81416
2018-06-22,0.536687,0.328085
2018-06-25,0.745282,0.540244
2018-06-27,0.85632,0.621522
2018-06-30,0.867352,0.669485
2018-07-02,0.247377,0.0364281
2018-07-05,0.261568,0.0371299
2018-07-07,0.82387,0.661579
2018-07-10,0.713428,0.405633
2018-07-12,0.672529,0.433807
2018-07-15,0.948357,0.840103
2018-07-17,0.708678,0.444306
2018-07-20,0.484379,0.232847
2018-07-22,0.0196244,0.000616675
2018-07-25,0.756073,0.541939
2018-07-27,0.946137,0.857703
2018-07-30,0.606219,0.344299
2018-08-01,0.834091,0.603989
2018-08-04,0.378436,0.214527
2018-08-06,0.455772,0.275047
2018-08-09,0.0181832,0.000635437
2018-08-11,0.70213,0.513276
2018-08-14,0.264287,0.0674881
2018-08-16,0.69505,0.510503
2018-08-19,0.708134,0.384894
2018-08-21,0.730387,0.504379
2018-08-24,0.771814,0.47309
2018-08-26,0.851699,0.599023
2018-08-29,0.327522,0.15597
2018-08-31,0.306739,0.160061
