Date,cf_200,cf_2000
2018-01-01,0.0140571,0.00223566
2018-01-02,0.676211,0.561893
2018-01-06,0,0
2018-01-07,7.57783e-05,0
2018-01-09,0.0126581,0.00375227
2018-01-12,0.997024,0.994623
2018-01-14,0.842403,0.715469
2018-01-16,0.998534,1.0001
2018-01-19,0.0737422,0.021582
2018-01-21,0.112151,0.0531818
2018-01-22,0.996718,0.991292
2018-01-26,0,0
2018-01-27,0.885523,0.843106
2018-01-29,0.998157,0.992901
2018-02-01,0.996893,0.994862
2018-02-05,0.998062,0.999829
2018-02-06,0.996581,0.992953
2018-02-08,0.99996,0.999978
2018-02-10,0.473063,0.185768
2018-02-11,0.996787,0.994192
2018-02-13,0,0
2018-02-15,0.99775,0.999843
2018-02-16,0.996694,0.995061
2018-02-18,0.999966,0.999977
2018-02-20,0.977214,0.958562
2018-02-21,0.995237,0.976522
2018-02-23,0.0587571,0.0282583
2018-02-25,0.196689,0.0182055
2018-02-26,0.054756,0.00642288
2018-02-28,0.999976,0.999978
2018-03-02,0.492066,0.211547
2018-03-03,0.996945,0.995809
2018-03-05,0.123676,0.0546654
2018-03-07,0.927483,0.852797
2018-03-08,0.476108,0.338879
2018-03-10,0.349273,0.198765
2018-03-12,0.998975,1.0001
2018-03-13,0.990755,0.977568
2018-03-15,0.999978,0.999978
2018-03-17,0.997783,1.0001
2018-03-18,0.89441,0.772546
2018-03-20,0.991047,0.983264
2018-03-22,0.887366,0.818366
2018-03-23,0.997231,0.998994
2018-03-25,0,0
2018-03-27,0.997352,0.999682
2018-03-28,0.996544,0.992572
2018-03-30,0.999976,0.999978
2018-04-01,0.830189,0.328828
2018-04-02,0.996968,0.996106
2018-04-04,0.998722,0.984175
2018-04-06,0.997289,1.0001
2018-04-07,0.996623,0.99611
2018-04-11,0.996112,0.995073
2018-04-12,0.996971,0.99661
2018-04-14,0.999974,0.999978
2018-04-16,0.997585,1.0001
2018-04-17,0.984201,0.946898
2018-04-19,0.999978,0.999978
2018-04-21,0.99847,0.996389
2018-04-22,0,0
2018-04-24,0.999974,0.999978
2018-04-26,0,0
2018-04-27,0,0
2018-04-29,0.999941,0.999493
2018-05-01,0.999608,1.0001
2018-05-02,0.404442,0.107726
2018-05-04,0.370938,0.0477702
2018-05-06,0.0105657,0.000359518
2018-05-07,0.877038,0.714149
2018-05-09,0.265388,0.0937408
2018-05-11,0.951952,0.917096
2018-05-12,0.9947,0.975866
2018-05-14,0.317763,0.0534013
2018-05-16,0.093235,0.009377
2018-05-17,0.877484,0.826501
2018-05-19,0.995144,0.971792
2018-05-21,0.417363,0.0817341
2018-05-22,0.996543,0.992998
2018-05-24,0.704615,0.456497
2018-05-27,0.76657,0.366938
2018-05-29,0.0173501,0.00499488
2018-05-31,1.24552e-06,0
2018-06-01,0.297744,0.133681
2018-06-03,0.000209326,0
2018-06-05,5.89735e-05,0
2018-06-06,0.365566,0.0696923
2018-06-08,0.252029,0.0971809
2018-06-10,0.0936826,0.000594871
2018-06-11,0.0024186,0
2018-06-13,0.261747,0.0920048
